CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,HasBalance,ActiveBalance,InactiveHighBalance,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_30_39,AgeGroup_40_49,AgeGroup_50_59,AgeGroup_60_plus,LogCustomerValue
588,35,0,0.0,2,1,1,155485.24,0,0,0.0,0,0,0,0,1,0,0,0,0.0
533,22,10,115743.6,1,0,0,43852.05,0,1,0.0,1,1,0,0,0,0,0,0,11.659141318592411
850,43,4,161256.53,1,1,1,140071.57,0,1,161256.53,0,0,0,1,0,1,0,0,11.990757931242134
511,27,8,0.0,2,1,1,49089.36,0,0,0.0,0,0,0,1,0,0,0,0,0.0
530,44,6,0.0,2,0,0,55893.37,0,0,0.0,0,0,1,1,0,1,0,0,0.0
554,31,1,0.0,2,0,1,192660.55,0,0,0.0,0,0,0,1,1,0,0,0,0.0
585,40,3,162261.01,2,1,0,137028.51,0,1,0.0,1,1,0,0,0,1,0,0,12.690111752517716
754,39,3,74896.33,1,0,0,34430.16,0,1,0.0,1,0,0,1,1,0,0,0,11.223873521339883
474,54,3,0.0,1,1,0,108409.17,1,0,0.0,0,0,0,1,0,0,1,0,0.0
837,35,0,144037.6,1,1,0,145325.32,0,1,0.0,1,1,0,1,1,0,0,0,11.877836598193221
567,23,9,93522.2,1,0,1,81425.61,0,1,93522.2,0,0,0,0,0,0,0,0,11.445964812840279
800,38,1,0.0,2,1,0,51553.43,0,0,0.0,0,0,1,1,1,0,0,0,0.0
646,18,10,0.0,2,0,1,52795.15,0,0,0.0,0,0,0,1,0,0,0,0,0.0
627,38,8,106922.92,2,0,1,84270.09,0,1,106922.92,0,1,0,1,1,0,0,0,12.273015336833229
505,26,8,112972.57,1,1,0,145011.62,0,1,0.0,1,0,0,1,0,0,0,0,11.634909176531746
566,35,1,123042.0,1,1,0,66245.44,1,1,0.0,1,1,0,0,1,0,0,0,11.720289166756922
619,33,3,100488.92,2,0,1,36446.74,0,1,100488.92,0,1,0,0,1,0,0,0,12.210954907867714
757,44,4,123322.15,1,1,0,137136.29,0,1,0.0,1,0,0,0,0,1,0,0,11.72256342497584
648,32,0,0.0,1,0,1,117323.31,0,0,0.0,0,0,0,1,1,0,0,0,0.0
621,42,8,68683.68,1,1,1,74157.71,0,1,68683.68,0,0,1,1,0,1,0,0,11.137281454798172
543,49,6,59532.18,1,1,0,104253.56,0,1,0.0,1,1,0,1,0,1,0,0,10.994289083165203
658,43,7,140260.36,2,1,0,2748.72,0,1,0.0,1,0,0,0,0,1,0,0,12.544406434102177
633,50,7,88302.65,1,1,1,195937.16,0,1,88302.65,0,1,0,1,0,0,1,0,11.388536722091068
648,19,1,0.0,2,0,1,22101.86,0,0,0.0,0,0,0,0,0,0,0,0,0.0
501,40,5,114655.58,1,0,0,126535.92,0,1,0.0,1,1,0,1,0,1,0,0,11.64969667870199
683,42,4,148283.94,1,1,1,44692.63,1,1,148283.94,0,0,0,0,0,1,0,0,11.906890972059063
619,38,1,0.0,1,1,0,112442.63,1,0,0.0,0,0,1,0,1,0,0,0,0.0
705,35,3,0.0,2,0,1,66331.01,0,0,0.0,0,0,0,0,1,0,0,0,0.0
638,53,1,123916.67,1,1,0,16657.68,1,1,0.0,1,1,0,0,0,0,1,0,11.727372672460787
710,31,1,0.0,2,1,0,20081.3,0,0,0.0,0,0,0,0,1,0,0,0,0.0
590,54,4,0.0,2,1,1,93820.49,1,0,0.0,0,0,0,0,0,0,1,0,0.0
725,43,2,165896.0,2,1,0,130795.52,0,1,0.0,1,0,0,1,0,1,0,0,12.712266559469521
638,32,0,0.0,2,1,0,160129.99,0,0,0.0,0,0,0,0,1,0,0,0,0.0
791,36,6,111168.97,1,1,1,189969.91,0,1,111168.97,0,0,0,1,1,0,0,0,11.618815570370648
702,40,1,103549.24,1,0,0,9712.52,1,1,0.0,1,0,0,0,0,1,0,0,11.547812184541952
607,32,6,0.0,2,0,0,196062.01,0,0,0.0,0,0,0,0,1,0,0,0,0.0
535,30,6,103804.97,1,1,1,125710.53,0,1,103804.97,0,0,0,1,1,0,0,0,11.5502787625109
651,45,2,165901.59,2,1,0,23054.51,1,1,0.0,1,0,0,1,0,1,0,0,12.7123002546097
506,59,8,119152.1,2,1,1,170679.74,0,1,119152.1,0,1,0,1,0,0,1,0,12.381307484082493
511,57,8,122950.31,1,1,1,181258.76,0,1,122950.31,0,0,1,0,0,0,1,0,11.719543702325275
757,51,1,0.0,1,1,1,22835.13,1,0,0.0,0,0,0,0,0,0,1,0,0.0
768,49,1,133384.66,1,1,0,102397.22,1,1,0.0,1,1,0,1,0,1,0,0,11.80099991043365
757,32,9,0.0,2,1,0,115950.96,0,0,0.0,0,0,0,1,1,0,0,0,0.0
663,64,6,0.0,2,0,1,15876.52,0,0,0.0,0,0,1,1,0,0,0,1,0.0
537,37,7,158411.95,4,1,1,117690.58,1,1,158411.95,0,1,0,0,1,0,0,0,13.35925013671847
570,29,4,122028.65,2,1,1,173792.77,0,1,122028.65,0,1,0,1,0,0,0,0,12.405162410161285
850,35,5,0.0,1,1,1,80992.8,0,0,0.0,0,0,0,0,1,0,0,0,0.0
661,64,8,128751.65,2,1,0,189398.18,1,1,0.0,1,1,0,0,0,0,0,1,12.458791697975627
659,54,8,133436.52,1,1,0,56787.8,0,1,0.0,1,0,0,1,0,0,1,0,11.801388632287974
454,40,2,123177.01,1,1,0,148309.98,0,1,0.0,1,0,1,1,0,1,0,0,11.721385823890534
708,59,2,0.0,1,1,0,179673.11,1,0,0.0,0,0,0,0,0,0,1,0,0.0
720,37,2,120328.88,2,1,1,138470.21,0,1,120328.88,0,0,0,0,1,0,0,0,12.391135275481581
785,39,1,130147.98,1,1,0,163798.41,1,1,0.0,1,0,0,0,1,0,0,0,11.776435073280975
743,36,8,92716.96,1,1,1,33693.78,0,1,92716.96,0,0,1,0,1,0,0,0,11.437317476045965
493,48,7,0.0,2,1,0,48545.1,0,0,0.0,0,0,1,0,0,1,0,0,0.0
557,34,3,0.0,1,0,1,123427.98,0,0,0.0,0,0,1,1,1,0,0,0,0.0
850,40,1,76914.21,1,1,0,174183.44,0,1,0.0,1,0,0,1,0,1,0,0,11.250458925272804
799,32,3,106045.92,2,1,1,17938.0,0,1,106045.92,0,0,0,0,1,0,0,0,12.26477938232149
756,34,1,103133.26,1,1,1,90059.04,0,1,103133.26,0,0,0,1,1,0,0,0,11.54378691354514
752,38,0,145974.79,2,1,1,137694.23,0,1,145974.79,0,0,0,1,1,0,0,0,12.584339820351259
696,36,3,0.0,3,1,0,65039.9,0,0,0.0,0,0,1,0,1,0,0,0,0.0
630,49,1,0.0,2,0,1,162858.29,0,0,0.0,0,0,1,0,0,1,0,0,0.0
659,38,9,0.0,2,1,1,35701.06,0,0,0.0,0,0,1,0,1,0,0,0,0.0
685,39,9,0.0,2,1,1,18826.06,0,0,0.0,0,0,1,1,1,0,0,0,0.0
599,31,3,0.0,1,1,1,130086.47,1,0,0.0,0,0,1,0,1,0,0,0,0.0
559,31,1,139183.06,1,0,1,143360.56,0,1,139183.06,0,0,1,0,1,0,0,0,11.843552508831262
615,19,5,0.0,2,1,0,159920.92,0,0,0.0,0,0,1,1,0,0,0,0,0.0
580,36,3,74974.89,1,1,1,12099.67,0,1,74974.89,0,1,0,0,1,0,0,0,11.224921874170295
487,44,6,61691.45,1,1,1,53087.98,0,1,61691.45,0,0,1,1,0,1,0,0,11.029916836117621
646,35,1,121952.75,2,1,1,142839.82,0,1,121952.75,0,1,0,0,1,0,0,0,12.404540234115402
811,35,7,0.0,1,1,1,178.19,0,0,0.0,0,0,0,0,1,0,0,0,0.0
526,35,5,0.0,2,1,1,105618.14,0,0,0.0,0,0,1,1,1,0,0,0,0.0
767,37,7,0.0,2,1,1,24734.25,0,0,0.0,0,0,1,1,1,0,0,0,0.0
548,33,1,80107.83,2,0,1,82245.67,0,1,80107.83,0,0,0,0,1,0,0,0,11.984282303215533
737,45,2,0.0,2,0,1,177695.67,0,0,0.0,0,0,1,0,0,1,0,0,0.0
613,40,1,147856.82,3,0,0,107961.11,1,1,0.0,1,1,0,1,0,1,0,0,13.002614195147862
711,36,8,0.0,2,1,0,55207.41,0,0,0.0,0,0,1,1,1,0,0,0,0.0
850,53,7,65407.16,2,0,0,182633.63,1,1,0.0,1,0,1,0,0,0,1,0,11.781541836528856
752,53,8,114233.18,1,1,1,51587.04,0,1,114233.18,0,0,0,0,0,0,1,0,11.6460058308975
710,37,5,0.0,2,1,0,115403.31,0,0,0.0,0,0,0,0,1,0,0,0,0.0
664,53,7,187602.18,1,1,0,186392.99,1,1,0.0,1,0,1,0,0,0,1,0,12.142084266370084
510,22,3,156834.34,1,0,0,44374.44,0,1,0.0,1,0,0,0,0,0,0,0,11.962951744156651
577,34,2,0.0,2,1,1,84033.35,0,0,0.0,0,0,0,0,1,0,0,0,0.0
529,42,1,157498.9,1,1,1,82276.62,0,1,157498.9,0,0,0,1,0,1,0,0,11.967180102326989
757,44,9,0.0,2,1,0,177528.92,0,0,0.0,0,0,1,0,0,1,0,0,0.0
691,41,2,0.0,1,1,1,56850.92,1,0,0.0,0,0,0,1,0,1,0,0,0.0
621,34,8,0.0,1,0,0,47972.65,0,0,0.0,0,0,1,1,1,0,0,0,0.0
709,35,2,0.0,2,1,0,104982.39,0,0,0.0,0,0,1,1,1,0,0,0,0.0
756,19,4,130274.22,1,1,1,133535.29,0,1,130274.22,0,0,1,1,0,0,0,0,11.777404568511358
788,41,6,0.0,1,1,1,25571.37,0,0,0.0,0,0,0,0,0,1,0,0,0.0
705,39,5,149379.66,2,1,0,96075.55,0,1,0.0,1,0,0,0,1,0,0,0,12.607396925564284
483,29,9,0.0,1,1,1,81634.45,0,0,0.0,0,0,0,1,0,0,0,0,0.0
719,35,1,100829.94,1,1,1,165008.97,0,1,100829.94,0,0,1,1,1,0,0,0,11.521200531966041
793,32,1,96408.98,1,1,1,138191.81,0,1,96408.98,0,1,0,0,1,0,0,0,11.476365002211045
593,41,6,0.0,2,1,1,99136.49,0,0,0.0,0,0,0,1,0,1,0,0,0.0
551,52,1,0.0,1,0,0,63584.55,1,0,0.0,0,0,0,1,0,0,1,0,0.0
690,39,6,0.0,2,1,0,160532.88,0,0,0.0,0,0,0,1,1,0,0,0,0.0
823,71,5,149105.08,1,0,1,162683.06,0,1,149105.08,0,0,0,1,0,0,0,1,11.912413277922772
512,39,3,0.0,1,1,0,134878.19,0,0,0.0,0,0,1,1,1,0,0,0,0.0
802,41,5,0.0,2,1,1,134626.3,0,0,0.0,0,0,1,1,0,1,0,0,0.0
450,34,2,0.0,2,1,0,175480.93,0,0,0.0,0,0,1,0,1,0,0,0,0.0
651,41,1,90218.11,1,1,0,174337.68,0,1,0.0,1,1,0,1,0,1,0,0,11.409996546138736
697,33,1,87347.7,1,1,0,172524.51,0,1,0.0,1,0,0,0,1,0,0,0,11.377663432795472
611,28,2,0.0,2,0,0,25395.83,0,0,0.0,0,0,0,1,0,0,0,0,0.0
643,33,0,137811.75,1,1,1,184856.89,0,1,137811.75,0,0,0,0,1,0,0,0,11.833651158680613
822,37,3,105563.0,1,1,0,182624.93,0,1,0.0,1,0,0,1,1,0,0,0,11.567072683040674
632,38,4,0.0,2,0,0,192505.62,0,0,0.0,0,0,0,1,1,0,0,0,0.0
575,26,7,0.0,2,1,0,112507.63,0,0,0.0,0,0,1,0,0,0,0,0,0.0
672,31,6,91125.75,1,1,0,177295.92,0,1,0.0,1,0,0,1,1,0,0,0,11.420006673516133
517,39,3,0.0,2,0,1,12465.51,0,0,0.0,0,0,1,1,1,0,0,0,0.0
621,39,8,0.0,2,1,0,36122.96,0,0,0.0,0,0,1,1,1,0,0,0,0.0
775,77,6,135120.56,1,1,0,37836.64,0,1,0.0,1,1,0,0,0,0,0,1,11.813930096708107
600,29,8,0.0,2,0,1,34747.43,0,0,0.0,0,0,0,1,0,0,0,0,0.0
640,28,7,0.0,2,1,1,131097.9,0,0,0.0,0,0,0,1,0,0,0,0,0.0
752,36,1,86837.95,1,1,1,105280.55,0,1,86837.95,0,0,0,0,1,0,0,0,11.371810532716918
613,26,4,100446.57,1,0,1,149653.81,0,1,100446.57,0,0,0,1,0,0,0,0,11.5173911788106
484,32,3,0.0,2,1,1,139390.99,0,0,0.0,0,0,0,0,1,0,0,0,0.0
511,33,3,0.0,2,1,0,132436.71,0,0,0.0,0,0,0,0,1,0,0,0,0.0
745,32,2,0.0,4,0,1,179705.13,1,0,0.0,0,0,0,0,1,0,0,0,0.0
786,32,6,114512.59,1,1,0,15796.66,0,1,0.0,1,0,1,0,1,0,0,0,11.648448784889668
727,35,5,136364.46,1,0,0,142754.71,0,1,0.0,1,0,0,1,1,0,0,0,11.82309376651798
622,31,5,106260.67,1,1,1,2578.43,0,1,106260.67,0,0,0,1,1,0,0,0,11.573659916049326
794,24,10,146126.75,1,1,1,88992.05,0,1,146126.75,0,0,0,1,0,0,0,0,11.892236518101134
636,52,4,111284.53,1,0,1,32936.44,1,1,111284.53,0,0,1,1,0,0,1,0,11.61985451982701
741,42,9,121056.63,2,1,0,39122.58,0,1,0.0,1,0,1,0,0,1,0,0,12.397165042472
687,34,5,128270.56,1,1,0,191092.62,0,1,0.0,1,0,0,1,1,0,0,0,11.761904858066048
660,30,4,0.0,2,1,0,129149.06,0,0,0.0,0,0,1,1,1,0,0,0,0.0
660,35,7,0.0,2,1,0,13218.6,0,0,0.0,0,0,0,1,1,0,0,0,0.0
617,79,7,0.0,1,1,1,160589.18,0,0,0.0,0,0,0,0,0,0,0,1,0.0
762,32,10,191775.65,1,1,0,179657.83,0,1,0.0,1,0,0,1,1,0,0,0,12.164086692623101
752,35,2,0.0,1,1,0,44335.54,1,0,0.0,0,0,1,0,1,0,0,0,0.0
561,34,4,85141.79,2,1,1,29217.37,0,1,85141.79,0,0,1,1,1,0,0,0,12.045226316456109
609,26,10,126392.18,1,0,1,43651.49,0,1,126392.18,0,0,0,1,0,0,0,0,11.747152803543031
803,28,3,0.0,2,1,0,159654.0,0,0,0.0,0,0,0,1,0,0,0,0,0.0
556,40,9,129860.37,1,0,0,17992.94,0,1,0.0,1,0,0,0,0,1,0,0,11.774222775829715
531,53,5,127642.44,1,1,0,141501.45,1,1,0.0,1,0,0,0,0,0,1,0,11.756996030828136
411,35,2,0.0,2,1,1,93825.78,0,0,0.0,0,0,0,0,1,0,0,0,0.0
587,44,5,125584.17,2,1,1,41852.24,1,1,125584.17,0,1,0,0,0,1,0,0,12.43388265198684
683,56,7,50911.21,3,0,0,97629.31,1,1,0.0,1,0,1,1,0,0,1,0,11.936457250039856
654,29,2,91955.61,1,1,0,37065.66,0,1,0.0,1,0,0,1,0,0,0,0,11.42907211434378
670,36,2,84266.44,2,0,0,38614.69,0,1,0.0,1,1,0,0,1,0,0,0,12.0348920768123
655,36,2,147149.59,1,1,1,87816.86,0,1,147149.59,0,0,0,0,1,0,0,0,11.899211763167681
752,36,7,0.0,2,1,0,184866.86,0,0,0.0,0,0,0,0,1,0,0,0,0.0
534,23,5,104822.45,1,0,1,160176.47,0,1,104822.45,0,0,0,0,0,0,0,0,11.560032785380631
635,42,1,146766.72,2,0,1,164357.1,0,1,146766.72,0,0,0,1,0,1,0,0,12.589750253785285
491,70,6,148745.92,2,1,1,17818.33,0,1,148745.92,0,1,0,1,0,0,0,1,12.60314543645131
516,27,9,0.0,1,1,0,142680.64,1,0,0.0,0,0,0,1,0,0,0,0,0.0
530,48,0,0.0,1,1,0,85081.09,0,0,0.0,0,0,0,0,0,1,0,0,0.0
687,35,3,0.0,2,1,1,176450.19,0,0,0.0,0,0,1,1,1,0,0,0,0.0
684,41,6,135203.81,2,1,1,121967.88,0,1,135203.81,0,0,0,0,0,1,0,0,12.507689501341057
706,23,2,93301.97,2,0,1,127187.04,0,1,93301.97,0,1,0,1,0,0,0,0,12.13674904078558
490,33,5,96341.0,2,0,0,108313.34,0,1,0.0,1,1,0,1,1,0,0,0,12.168801630479706
796,44,8,165326.2,1,1,1,57205.55,0,1,165326.2,0,0,0,1,0,1,0,0,12.01568181957666
849,27,0,0.0,2,0,1,157891.86,0,0,0.0,0,0,0,1,0,0,0,0,0.0
779,41,10,99786.2,1,1,0,86927.53,0,1,0.0,1,0,0,0,0,1,0,0,11.51079519756096
794,22,4,114440.24,1,1,1,107753.07,0,1,114440.24,0,0,1,0,0,0,0,0,11.647816782477593
748,36,4,141573.55,1,1,0,82158.14,0,1,0.0,1,0,1,1,1,0,0,0,11.860581712449672
663,22,9,0.0,1,1,0,29135.89,1,0,0.0,0,0,1,0,0,0,0,0,0.0
645,55,1,133676.65,1,0,1,17095.49,0,1,133676.65,0,0,1,0,0,0,1,0,11.803186583820922
464,33,10,147493.7,2,1,0,100447.53,0,1,0.0,1,0,0,0,1,0,0,0,12.594691312514927
737,54,9,0.0,1,1,0,83470.4,1,0,0.0,0,0,0,1,0,0,1,0,0.0
590,29,4,0.0,2,1,0,121846.81,0,0,0.0,0,0,0,0,0,0,0,0,0.0
522,37,3,95022.57,1,1,1,129107.59,0,1,95022.57,0,1,0,0,1,0,0,0,11.461880245072814
648,34,3,0.0,1,1,0,54726.43,0,0,0.0,0,0,0,0,1,0,0,0,0.0
754,37,6,0.0,1,1,1,116141.72,0,0,0.0,0,0,0,1,1,0,0,0,0.0
669,50,4,149713.61,3,1,1,124872.42,1,1,149713.61,0,0,0,1,0,0,1,0,13.015093996577631
648,43,1,107963.38,1,0,0,186438.86,1,1,0.0,1,1,0,0,0,1,0,0,11.589556636890674
763,40,3,0.0,2,1,0,134281.11,0,0,0.0,0,0,0,1,0,1,0,0,0.0
790,32,3,0.0,1,1,0,91044.47,0,0,0.0,0,0,1,1,1,0,0,0,0.0
581,37,7,0.0,2,1,1,74320.75,0,0,0.0,0,0,0,1,1,0,0,0,0.0
703,43,8,0.0,2,1,0,9704.66,0,0,0.0,0,0,0,1,0,1,0,0,0.0
571,33,9,102017.25,2,0,0,128600.49,0,1,0.0,1,0,0,0,1,0,0,0,12.22604927729454
657,27,8,0.0,2,0,0,6468.24,0,0,0.0,0,0,1,0,0,0,0,0,0.0
737,44,7,0.0,2,0,0,57898.58,0,0,0.0,0,0,0,1,0,1,0,0,0.0
793,29,8,96674.55,2,0,0,192120.66,0,1,0.0,1,0,1,1,0,0,0,0,12.172257814232102
783,44,3,81811.71,1,1,0,164213.53,1,1,0.0,1,0,1,0,0,1,0,0,11.312187889493881
751,33,4,79281.61,1,1,0,117547.76,0,1,0.0,1,0,1,1,1,0,0,0,11.280774089753601
579,31,6,0.0,2,1,0,26149.25,0,0,0.0,0,0,0,1,1,0,0,0,0.0
655,36,10,122314.39,1,1,0,9181.66,0,1,0.0,1,1,0,0,1,0,0,0,11.714358151861338
614,43,8,140733.74,1,1,1,166588.76,0,1,140733.74,0,1,0,1,0,1,0,0,11.854632120941204
678,49,2,116933.11,1,1,0,195053.58,1,1,0.0,1,1,0,1,0,1,0,0,11.669365892751228
562,41,5,165445.04,2,1,0,85787.31,0,1,0.0,1,0,1,1,0,1,0,0,12.709544536761836
711,53,5,123805.03,1,1,0,102428.51,0,1,0.0,1,1,0,0,0,0,1,0,11.726471345639348
620,37,0,107548.94,1,1,0,71175.94,0,1,0.0,1,0,0,1,1,0,0,0,11.585710576815664
437,49,9,111634.29,2,0,1,166440.32,0,1,111634.29,0,0,0,1,0,1,0,0,12.316135199260243
691,41,8,109153.96,3,1,1,148848.76,1,1,109153.96,0,1,0,0,0,1,0,0,12.699129984122132
552,34,4,0.0,2,1,0,140286.69,0,0,0.0,0,0,1,0,1,0,0,0,0.0
765,34,5,86055.17,2,1,1,104220.5,0,1,86055.17,0,1,0,1,1,0,0,0,12.055896871952154
707,51,10,98438.23,1,0,0,70778.63,1,1,0.0,1,1,0,0,0,0,1,0,11.497194682450832
764,29,5,0.0,2,1,0,65868.28,0,0,0.0,0,0,1,1,0,0,0,0,0.0
585,32,8,144705.87,2,0,0,171482.56,0,1,0.0,1,0,0,0,1,0,0,0,12.575609114325296
784,31,7,0.0,2,1,1,143204.41,0,0,0.0,0,0,0,1,1,0,0,0,0.0
605,41,5,91612.91,1,1,1,28427.84,0,1,91612.91,0,0,0,1,0,1,0,0,11.42533839502848
699,40,2,0.0,1,1,0,78387.32,0,0,0.0,0,0,1,1,0,1,0,0,0.0
544,40,7,0.0,1,0,1,161076.92,0,0,0.0,0,0,0,0,0,1,0,0,0.0
803,32,9,192122.84,1,1,1,54277.45,1,1,192122.84,0,0,0,0,1,0,0,0,12.165895443086821
735,41,7,179904.0,1,1,1,137180.95,0,1,179904.0,0,0,0,1,0,1,0,0,12.100184212770856
673,59,0,178058.06,2,0,1,21063.71,1,1,178058.06,0,0,0,1,0,0,1,0,12.783014944493276
652,30,2,176166.56,2,1,1,152210.81,0,1,176166.56,0,0,0,1,1,0,0,0,12.772335208915926
694,42,3,156864.2,2,0,0,88890.75,0,1,0.0,1,0,0,1,0,1,0,0,12.656286109902073
741,44,7,0.0,2,1,1,190534.76,0,0,0.0,0,0,0,0,0,1,0,0,0.0
590,30,3,0.0,2,1,0,83090.35,0,0,0.0,0,0,1,1,1,0,0,0,0.0
809,33,3,0.0,2,0,1,141426.78,0,0,0.0,0,0,1,0,1,0,0,0,0.0
523,34,2,161588.89,1,1,1,51358.66,0,1,161588.89,0,0,0,1,1,0,0,0,11.992816861230867
540,48,2,109349.29,1,1,0,88703.04,1,1,0.0,1,0,0,1,0,1,0,0,11.602311678136148
596,29,6,0.0,2,1,0,116696.77,0,0,0.0,0,0,1,0,0,0,0,0,0.0
597,36,9,0.0,2,1,1,7156.09,0,0,0.0,0,0,0,0,1,0,0,0,0.0
407,37,1,0.0,1,1,1,49161.12,1,0,0.0,0,0,1,1,1,0,0,0,0.0
748,60,0,152335.7,1,1,0,126743.33,1,1,0.0,1,0,0,1,0,0,0,1,11.93384848162047
562,51,1,124662.54,1,1,1,65390.46,1,1,124662.54,0,0,0,0,0,0,1,0,11.733373707200142
734,47,10,91522.04,2,1,1,138835.91,0,1,91522.04,0,1,0,0,0,1,0,0,12.117487740284952
710,45,1,0.0,2,1,1,36154.66,0,0,0.0,0,0,0,1,0,1,0,0,0.0
539,39,6,62052.28,1,0,1,59755.14,0,1,62052.28,0,0,1,0,1,0,0,0,11.035748649831975
542,32,7,107871.72,1,1,0,125302.64,0,1,0.0,1,0,0,1,1,0,0,0,11.58870729258879
717,36,2,99472.76,2,1,0,94274.72,1,1,0.0,1,0,0,0,1,0,0,0,12.200791323869971
682,50,10,128039.01,1,1,1,102260.16,0,1,128039.01,0,0,1,0,0,0,1,0,11.76009807218439
515,33,2,0.0,2,1,1,136028.97,0,0,0.0,0,0,0,1,1,0,0,0,0.0
526,33,8,114634.63,2,1,0,110114.38,1,1,0.0,1,0,1,0,1,0,0,0,12.342656761350174
702,26,5,56738.47,2,1,1,100442.22,1,1,56738.47,0,0,0,1,0,0,0,0,11.639363735779522
651,34,2,90355.12,2,0,0,193597.94,0,1,0.0,1,1,0,1,1,0,0,0,12.104655677191477
792,36,5,115725.24,2,0,0,1871.25,0,1,0.0,1,1,0,1,1,0,0,0,12.35212554090862
817,58,3,114327.59,2,1,1,42831.11,0,1,114327.59,0,1,0,1,0,0,1,0,12.33997475693
674,36,6,100762.64,1,1,0,182156.86,0,1,0.0,1,1,0,0,1,0,0,0,11.520532855260644
641,40,9,0.0,1,0,0,151648.66,1,0,0.0,0,0,0,0,0,1,0,0,0.0
513,39,7,89039.9,2,1,1,146738.83,0,1,89039.9,0,0,1,1,1,0,0,0,12.089992658862265
561,34,1,78829.53,1,1,1,12148.2,0,1,78829.53,0,0,0,1,1,0,0,0,11.275055637360035
627,30,6,112372.96,1,1,1,118029.09,0,1,112372.96,0,1,0,1,1,0,0,0,11.629587517003621
682,81,6,122029.15,1,1,1,50783.88,0,1,122029.15,0,1,0,1,0,0,0,1,11.712023424331063
683,29,0,157829.12,1,0,0,129891.66,0,1,0.0,1,0,0,0,0,0,0,0,11.969274543704401
420,31,1,108377.75,2,1,1,9904.63,0,1,108377.75,0,1,0,0,1,0,0,0,12.286529882659117
670,54,2,95507.12,1,1,1,63213.31,0,1,95507.12,0,0,0,0,0,0,1,0,11.466966549032312
505,43,6,127146.68,1,0,0,137565.87,0,1,0.0,1,1,0,1,0,1,0,0,11.753104524517857
580,24,1,133811.78,1,1,0,17185.95,1,1,0.0,1,1,0,1,0,0,0,0,11.80419693781
577,36,3,121092.47,2,0,1,143783.46,0,1,121092.47,0,0,0,1,1,0,0,0,12.397461057218736
773,34,10,126979.75,1,0,0,36823.28,0,1,0.0,1,1,0,1,1,0,0,0,11.751790779148957
616,37,5,144235.73,2,0,0,154957.66,1,1,0.0,1,0,0,1,1,0,0,0,12.572354901101669
763,38,0,152582.2,2,0,0,31892.82,0,1,0.0,1,0,0,0,1,0,0,0,12.628609203682677
640,43,9,172478.15,1,1,0,191084.4,1,1,0.0,1,0,1,1,0,1,0,0,12.058031638583019
592,36,1,126477.42,1,0,0,179718.17,0,1,0.0,1,0,0,1,1,0,0,0,11.747826979711714
528,43,7,97473.87,2,1,1,159823.16,0,1,97473.87,0,0,1,1,0,1,0,0,12.180491931194165
630,53,5,138053.67,1,0,1,114110.97,0,1,138053.67,0,0,0,1,0,0,1,0,11.835405045109207
529,31,2,164003.05,2,1,1,60993.23,0,1,164003.05,0,0,0,0,1,0,0,0,12.700790533473466
546,47,8,0.0,1,1,1,66408.01,1,0,0.0,0,0,0,0,0,1,0,0,0.0
753,62,6,0.0,2,1,1,136398.9,0,0,0.0,0,0,0,0,0,0,0,1,0.0
772,39,4,122486.11,2,1,1,140709.25,0,1,122486.11,0,0,1,0,1,0,0,0,12.408904177430065
567,36,1,0.0,2,0,0,8555.73,0,0,0.0,0,0,0,1,1,0,0,0,0.0
628,45,6,53667.44,1,1,0,115022.94,0,1,0.0,1,1,0,0,0,1,0,0,10.890580398230828
658,20,7,0.0,2,0,0,187638.34,0,0,0.0,0,0,0,1,0,0,0,0,0.0
679,58,9,109327.65,1,1,1,3829.13,0,1,109327.65,0,0,1,1,0,0,1,0,11.602113762414858
629,34,1,121151.05,1,0,0,119357.93,0,1,0.0,1,0,1,1,1,0,0,0,11.70480164727361
731,42,9,101043.63,1,1,1,192175.52,0,1,101043.63,0,0,1,1,0,1,0,0,11.523317579410774
775,33,3,83501.66,2,1,0,128841.31,0,1,0.0,1,1,0,1,1,0,0,0,12.025774959327787
660,33,2,80462.24,1,0,0,150422.35,0,1,0.0,1,0,1,1,1,0,0,0,11.295555713149403
752,39,3,0.0,1,1,0,188187.05,0,0,0.0,0,0,0,1,1,0,0,0,0.0
655,37,6,109093.41,2,1,0,1775.52,0,1,0.0,1,0,0,1,1,0,0,0,12.293111530474789
543,46,5,140355.6,1,1,1,85086.78,0,1,140355.6,0,0,1,0,0,1,0,0,11.851941605978283
811,42,10,0.0,2,1,1,3797.79,0,0,0.0,0,0,0,1,0,1,0,0,0.0
689,45,0,130170.82,2,1,0,150856.38,0,1,0.0,1,1,0,1,0,1,0,0,12.469753888554424
531,42,2,0.0,2,0,1,90537.47,0,0,0.0,0,0,0,0,0,1,0,0,0.0
515,40,0,109542.29,1,1,1,166370.81,0,1,109542.29,0,0,0,1,0,1,0,0,11.604075092577204
466,41,3,33563.95,2,1,0,178994.13,1,1,0.0,1,0,0,0,0,1,0,0,11.114369930682052
782,36,1,148795.17,2,1,1,195681.43,0,1,148795.17,0,0,0,1,1,0,0,0,12.60347648205531
611,64,9,0.0,2,1,1,53277.15,0,0,0.0,0,0,0,1,0,0,0,1,0.0
621,40,8,174126.75,3,1,0,172490.78,1,1,0.0,1,1,0,1,0,1,0,0,13.166152964263471
